x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.3,5/3/1963 0:00,ON,1963,5,3,13.6,,3.9,,23.3,,0,,0,,0,,0,,25,,45,,0,,4.4,,27,,74,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.4,5/4/1963 0:00,ON,1963,5,4,18.1,,10.6,,25.6,,9.4,,9.4,,0,,0,,36,,72,,0.1,,0,,45,,94,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.5,5/5/1963 0:00,ON,1963,5,5,10.6,,4.4,,16.7,,0,T,0,T,0,,0,,36,,35,,0,,7.4,,48,,92,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.6,5/6/1963 0:00,ON,1963,5,6,10,,2.8,,17.2,,0,,0,,0,,0,,32,S,48,,0,,8,,22,,72,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.7,5/7/1963 0:00,ON,1963,5,7,12.8,,4.4,,21.1,,0,,0,,0,,0,,23,,47,,0,,5.2,,28,,66,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.8,5/8/1963 0:00,ON,1963,5,8,17.8,,13.9,,21.7,,3.8,,3.8,,0,,0,,23,,60,,0,,0.2,,55,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.9,5/9/1963 0:00,ON,1963,5,9,19.5,,12.8,,26.1,,0,T,0,T,0,,0,,0,,0,,1.5,,0,,43,,100,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.10,5/10/1963 0:00,ON,1963,5,10,7.8,,1.7,,13.9,,20.6,,20.6,,0,,0,,9,,55,,0,,10.2,,55,,95,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.11,5/11/1963 0:00,ON,1963,5,11,6.7,,1.1,,12.2,,0,,0,,0,,0,,36,,35,,0,,11.3,,42,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.12,5/12/1963 0:00,ON,1963,5,12,8.7,,0.6,,16.7,,0,,0,,0,,0,,0,,0,,0,,9.3,,29,,74,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.13,5/13/1963 0:00,ON,1963,5,13,8.4,,2.8,,13.9,,0.5,,0.5,,0,,0,,0,,0,,0,,9.6,,41,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.14,5/14/1963 0:00,ON,1963,5,14,13.6,,9.4,,17.8,,0,T,0,T,0,,0,,27,,93,,0,,4.4,,50,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.15,5/15/1963 0:00,ON,1963,5,15,12.5,,6.1,,18.9,,0,,0,,0,,0,,0,,0,,0,,5.5,,36,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.16,5/16/1963 0:00,ON,1963,5,16,12.8,,5.6,,20,,0,,0,,0,,0,,0,,0,,0,,5.2,,37,,80,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.17,5/17/1963 0:00,ON,1963,5,17,13.6,,6.1,,21.1,,1.8,,1.8,,0,,0,,9,,35,,0,,4.4,,30,,95,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.18,5/18/1963 0:00,ON,1963,5,18,15.9,,10.6,,21.1,,17.8,,17.8,,0,,0,,25,,79,,0,,2.1,,50,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.19,5/19/1963 0:00,ON,1963,5,19,14.4,,9.4,,19.4,,0,,0,,0,,0,,27,S,68,,0,,3.6,,43,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.20,5/20/1963 0:00,ON,1963,5,20,10.6,,6.7,,14.4,,0,T,0,T,0,,0,,27,,45,,0,,7.4,,47,,80,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.21,5/21/1963 0:00,ON,1963,5,21,10.6,,2.8,,18.3,,1.5,,1.5,,0,,0,,27,,50,,0,,7.4,,45,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.22,5/22/1963 0:00,ON,1963,5,22,6.1,,2.2,,10,,0,T,0,T,0,,0,,27,,51,,0,,11.9,,48,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.23,5/23/1963 0:00,ON,1963,5,23,5.9,,0,,11.7,,0,T,0,,0,T,0,,29,,35,,0,,12.1,,42,,84,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.24,5/24/1963 0:00,ON,1963,5,24,6.7,,-1.7,,15,,0,,0,,0,,0,,0,,0,,0,,11.3,,24,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.25,5/25/1963 0:00,ON,1963,5,25,10,,2.2,,17.8,,0,,0,,0,,0,,0,,0,,0,,8,,30,,78,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.26,5/26/1963 0:00,ON,1963,5,26,13.4,,6.1,,20.6,,0,,0,,0,,0,,0,,0,,0,,4.6,,36,,73,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.27,5/27/1963 0:00,ON,1963,5,27,13.6,,6.1,,21.1,,0,,0,,0,,0,,0,,0,,0,,4.4,,42,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.28,5/28/1963 0:00,ON,1963,5,28,16.2,,11.7,,20.6,,14.2,,14.2,,0,,0,,0,,0,,0,,1.8,,75,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.29,5/29/1963 0:00,ON,1963,5,29,17.5,,13.3,,21.7,,3,,3,,0,,0,,29,,39,,0,,0.5,,48,,93,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.30,5/30/1963 0:00,ON,1963,5,30,15.3,,9.4,,21.1,,0,T,0,T,0,,0,,34,,39,,0,,2.7,,47,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.5.31,5/31/1963 0:00,ON,1963,5,31,16.7,,7.8,,25.6,,0,,0,,0,,0,,18,,34,,0,,1.3,,41,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.1,6/1/1963 0:00,ON,1963,6,1,18.7,,10.6,,26.7,,0,,0,,0,,0,,0,,0,,0.7,,0,,36,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.2,6/2/1963 0:00,ON,1963,6,2,18.9,,10.6,,27.2,,0,,0,,0,,0,,0,,0,,0.9,,0,,35,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.3,6/3/1963 0:00,ON,1963,6,3,20,,12.2,,27.8,,0,,0,,0,,0,,0,,0,,2,,0,,44,,84,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.4,6/4/1963 0:00,ON,1963,6,4,21.9,,14.4,,29.4,,0,,0,,0,,0,,0,,0,,3.9,,0,,37,,92,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.5,6/5/1963 0:00,ON,1963,6,5,20.6,,14.4,,26.7,,0,,0,,0,,0,,0,,0,,2.6,,0,,50,,88,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.6,6/6/1963 0:00,ON,1963,6,6,22.8,,14.4,,31.1,,33.8,,33.8,,0,,0,,36,,85,,4.8,,0,,44,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.7,6/7/1963 0:00,ON,1963,6,7,20.6,,15.6,,25.6,,0,,0,,0,,0,,0,,0,,2.6,,0,,35,,96,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.8,6/8/1963 0:00,ON,1963,6,8,21.4,,13.3,,29.4,,0,,0,,0,,0,,0,,0,,3.4,,0,,43,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.9,6/9/1963 0:00,ON,1963,6,9,23.9,,16.7,,31.1,,0.8,,0.8,,0,,0,,9,,37,,5.9,,0,,45,,94,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.10,6/10/1963 0:00,ON,1963,6,10,13.6,,10,,17.2,,1.5,,1.5,,0,,0,,14,,37,,0,,4.4,,41,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.11,6/11/1963 0:00,ON,1963,6,11,13.6,,8.9,,18.3,,0,T,0,T,0,,0,,27,,47,,0,,4.4,,65,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.12,6/12/1963 0:00,ON,1963,6,12,10.8,,8.3,,13.3,,0.8,,0.8,,0,,0,,27,,42,,0,,7.2,,72,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.13,6/13/1963 0:00,ON,1963,6,13,18.4,,11.7,,25,,0.8,,0.8,,0,,0,,0,,0,,0.4,,0,,27,,88,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.14,6/14/1963 0:00,ON,1963,6,14,13.9,,10.6,,17.2,,1,,1,,0,,0,,36,,31,,0,,4.1,,64,,93,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.15,6/15/1963 0:00,ON,1963,6,15,15.3,,8.3,,22.2,,0,,0,,0,,0,,34,,47,,0,,2.7,,28,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.16,6/16/1963 0:00,ON,1963,6,16,16.1,,9.4,,22.8,,3.6,,3.6,,0,,0,,0,,0,,0,,1.9,,44,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.17,6/17/1963 0:00,ON,1963,6,17,17,,8.9,,25,,0,,0,,0,,0,,29,,35,,0,,1,,37,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.18,6/18/1963 0:00,ON,1963,6,18,17.3,,10.6,,23.9,,0,,0,,0,,0,,29,,39,,0,,0.7,,36,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.19,6/19/1963 0:00,ON,1963,6,19,17,,7.8,,26.1,,0,,0,,0,,0,,0,,0,,0,,1,,42,,89,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.20,6/20/1963 0:00,ON,1963,6,20,15.6,,8.3,,22.8,,0.5,,0.5,,0,,0,,29,,63,,0,,2.4,,52,,88,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.21,6/21/1963 0:00,ON,1963,6,21,13.6,,8.3,,18.9,,0,T,0,T,0,,0,,29,,50,,0,,4.4,,41,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.22,6/22/1963 0:00,ON,1963,6,22,16.1,,8.3,,23.9,,0,,0,,0,,0,,32,,50,,0,,1.9,,22,,63,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.23,6/23/1963 0:00,ON,1963,6,23,19.2,,9.4,,28.9,,0,,0,,0,,0,,0,,0,,1.2,,0,,26,,64,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.24,6/24/1963 0:00,ON,1963,6,24,20.9,,11.7,,30,,0,,0,,0,,0,,0,,0,,2.9,,0,,36,,72,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.25,6/25/1963 0:00,ON,1963,6,25,22.5,,14.4,,30.6,,0,,0,,0,,0,,0,,0,,4.5,,0,,28,,75,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.26,6/26/1963 0:00,ON,1963,6,26,23.9,,14.4,,33.3,,0,,0,,0,,0,,0,,0,,5.9,,0,,24,,77,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.27,6/27/1963 0:00,ON,1963,6,27,26.1,,19.4,,32.8,,0,,0,,0,,0,,0,,0,,8.1,,0,,43,,80,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.28,6/28/1963 0:00,ON,1963,6,28,25,,18.9,,31.1,,0,,0,,0,,0,,23,,35,,7,,0,,44,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.29,6/29/1963 0:00,ON,1963,6,29,25,,17.8,,32.2,,0,,0,,0,,0,,0,,0,,7,,0,,37,,84,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.6.30,6/30/1963 0:00,ON,1963,6,30,26.7,,19.4,,33.9,,0,,0,,0,,0,,0,,0,,8.7,,0,,39,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.1,7/1/1963 0:00,ON,1963,7,1,28.1,,20.6,,35.6,,0,,0,,0,,0,,0,,0,,10.1,,0,,32,,92,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.2,7/2/1963 0:00,ON,1963,7,2,25,,15,,35,,0,,0,,0,,0,,27,,55,,7,,0,,21,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.3,7/3/1963 0:00,ON,1963,7,3,17.3,,11.7,,22.8,,0,,0,,0,,0,,34,,68,,0,,0.7,,31,,70,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.4,7/4/1963 0:00,ON,1963,7,4,17.8,,9.4,,26.1,,0,,0,,0,,0,,32,,47,,0,,0.2,,21,,69,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.5,7/5/1963 0:00,ON,1963,7,5,18.9,,11.7,,26.1,,0,,0,,0,,0,,34,,53,,0.9,,0,,18,,61,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.6,7/6/1963 0:00,ON,1963,7,6,18.4,,11.1,,25.6,,0,,0,,0,,0,,0,,0,,0.4,,0,,30,,73,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.7,7/7/1963 0:00,ON,1963,7,7,21.2,,15.6,,26.7,,0,,0,,0,,0,,32,,50,,3.2,,0,,49,,74,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.8,7/8/1963 0:00,ON,1963,7,8,13.1,,8.3,,17.8,,0,,0,,0,,0,,34,,58,,0,,4.9,,32,,76,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.9,7/9/1963 0:00,ON,1963,7,9,14.8,,7.8,,21.7,,0,,0,,0,,0,,34,,40,,0,,3.2,,42,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.10,7/10/1963 0:00,ON,1963,7,10,18.9,,12.8,,25,,0,T,0,T,0,,0,,34,,31,,0.9,,0,,36,,79,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.11,7/11/1963 0:00,ON,1963,7,11,20.8,,12.2,,29.4,,0,,0,,0,,0,,11,,39,,2.8,,0,,34,,81,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.12,7/12/1963 0:00,ON,1963,7,12,22.3,,13.9,,30.6,,0,,0,,0,,0,,16,,35,,4.3,,0,,31,,77,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.13,7/13/1963 0:00,ON,1963,7,13,22.3,,13.9,,30.6,,0,,0,,0,,0,,16,,32,,4.3,,0,,38,,80,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.14,7/14/1963 0:00,ON,1963,7,14,19.8,,17.8,,21.7,,13.5,,13.5,,0,,0,,11,,42,,1.8,,0,,61,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.15,7/15/1963 0:00,ON,1963,7,15,18.9,,15.6,,22.2,,0.8,,0.8,,0,,0,,27,,53,,0.9,,0,,62,,94,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.16,7/16/1963 0:00,ON,1963,7,16,19.7,,13.3,,26.1,,0,,0,,0,,0,,0,,0,,1.7,,0,,52,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.17,7/17/1963 0:00,ON,1963,7,17,20.8,,13.3,,28.3,,0,,0,,0,,0,,0,,0,,2.8,,0,,53,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.18,7/18/1963 0:00,ON,1963,7,18,26.1,,19.4,,32.8,,0,,0,,0,,0,,27,,45,,8.1,,0,,31,,82,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.19,7/19/1963 0:00,ON,1963,7,19,20.9,,17.8,,23.9,,7.1,,7.1,,0,,0,,0,,0,,2.9,,0,,61,,96,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.20,7/20/1963 0:00,ON,1963,7,20,20.6,,17.2,,23.9,,38.4,,38.4,,0,,0,,36,,31,,2.6,,0,,71,,98,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.21,7/21/1963 0:00,ON,1963,7,21,22.2,,15,,29.4,,0,,0,,0,,0,,0,,0,,4.2,,0,,38,,83,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.22,7/22/1963 0:00,ON,1963,7,22,23.9,,17.2,,30.6,,0,,0,,0,,0,,18,,32,,5.9,,0,,33,,92,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.23,7/23/1963 0:00,ON,1963,7,23,23.6,,17.2,,30,,0,,0,,0,,0,,0,,0,,5.6,,0,,42,,94,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.24,7/24/1963 0:00,ON,1963,7,24,25.6,,17.8,,33.3,,0,,0,,0,,0,,0,,0,,7.6,,0,,39,,88,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.25,7/25/1963 0:00,ON,1963,7,25,25.9,,18.9,,32.8,,0,,0,,0,,0,,0,,0,,7.9,,0,,39,,80,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.26,7/26/1963 0:00,ON,1963,7,26,26.1,,18.9,,33.3,,0,,0,,0,,0,,0,,0,,8.1,,0,,44,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.27,7/27/1963 0:00,ON,1963,7,27,27,,21.1,,32.8,,7.4,,7.4,,0,,0,,20,,50,,9,,0,,44,,89,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.28,7/28/1963 0:00,ON,1963,7,28,27.3,,21.7,,32.8,,0,T,0,T,0,,0,,25,,39,,9.3,,0,,49,,91,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.29,7/29/1963 0:00,ON,1963,7,29,20,,13.9,,26.1,,6.1,,6.1,,0,,0,,29,,39,,2,,0,,56,,93,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.30,7/30/1963 0:00,ON,1963,7,30,19.2,,12.8,,25.6,,0,,0,,0,,0,,34,,37,,1.2,,0,,44,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.7.31,7/31/1963 0:00,ON,1963,7,31,18.6,,10,,27.2,,0.5,,0.5,,0,,0,,0,,0,,0.6,,0,,41,,88,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.1,8/1/1963 0:00,ON,1963,8,1,19.8,,15.6,,23.9,,8.9,,8.9,,0,,0,,32,,72,,1.8,,0,,65,,94,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.2,8/2/1963 0:00,ON,1963,8,2,22,,15.6,,28.3,,0,,0,,0,,0,,32,,42,,4,,0,,42,,91,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.3,8/3/1963 0:00,ON,1963,8,3,23.9,,19.4,,28.3,,2.3,,2.3,,0,,0,,20,,35,,5.9,,0,,60,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.4,8/4/1963 0:00,ON,1963,8,4,19.2,,16.1,,22.2,,0,,0,,0,,0,,29,,69,,1.2,,0,,59,,81,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.5,8/5/1963 0:00,ON,1963,8,5,20,,13.3,,26.7,,0,,0,,0,,0,,29,,35,,2,,0,,40,,86,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.6,8/6/1963 0:00,ON,1963,8,6,22,,13.9,,30,,0,,0,,0,,0,,27,,40,,4,,0,,48,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.7,8/7/1963 0:00,ON,1963,8,7,23.3,,18.3,,28.3,,0.8,,0.8,,0,,0,,0,,0,,5.3,,0,,46,,91,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.8,8/8/1963 0:00,ON,1963,8,8,22.5,,16.7,,28.3,,0,,0,,0,,0,,0,,0,,4.5,,0,,46,,89,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.9,8/9/1963 0:00,ON,1963,8,9,18.4,,13.9,,22.8,,2,,2,,0,,0,,34,S,42,,0.4,,0,,53,,85,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.10,8/10/1963 0:00,ON,1963,8,10,18.4,,11.7,,25,,0,,0,,0,,0,,0,,0,,0.4,,0,,40,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.11,8/11/1963 0:00,ON,1963,8,11,20,,13.3,,26.7,,0,,0,,0,,0,,29,,39,,2,,0,,37,,84,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.12,8/12/1963 0:00,ON,1963,8,12,17.3,,10.6,,23.9,,7.1,,7.1,,0,,0,,0,,0,,0,,0.7,,43,,96,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.13,8/13/1963 0:00,ON,1963,8,13,17.5,,12.2,,22.8,,26.2,,26.2,,0,,0,,36,,61,,0,,0.5,,75,,100,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.14,8/14/1963 0:00,ON,1963,8,14,15.6,,11.7,,19.4,,0,,0,,0,,0,,34,,58,,0,,2.4,,50,,84,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.15,8/15/1963 0:00,ON,1963,8,15,17.3,,10.6,,23.9,,0,T,0,T,0,,0,,27,,51,,0,,0.7,,44,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.16,8/16/1963 0:00,ON,1963,8,16,14.2,,7.8,,20.6,,0,,0,,0,,0,,16,,32,,0,,3.8,,45,,91,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.17,8/17/1963 0:00,ON,1963,8,17,16.7,,11.7,,21.7,,0.8,,0.8,,0,,0,,32,,43,,0,,1.3,,68,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.18,8/18/1963 0:00,ON,1963,8,18,15.3,,8.3,,22.2,,0,,0,,0,,0,,0,,0,,0,,2.7,,38,,87,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.19,8/19/1963 0:00,ON,1963,8,19,16.4,,10,,22.8,,0,,0,,0,,0,,0,,0,,0,,1.6,,52,,91,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.20,8/20/1963 0:00,ON,1963,8,20,19.2,,11.7,,26.7,,0,,0,,0,,0,,27,S,31,,1.2,,0,,43,,93,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.21,8/21/1963 0:00,ON,1963,8,21,22.5,,15,,30,,0,,0,,0,,0,,0,,0,,4.5,,0,,41,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.22,8/22/1963 0:00,ON,1963,8,22,23.6,,16.1,,31.1,,0,,0,,0,,0,,0,,0,,5.6,,0,,38,,90,
-79.63055556,43.67722222,TORONTO LESTER B. PEARSON INT'L A,6158733,6158733.1963.8.23,8/23/1963 0:00,ON,1963,8,23,22.2,,14.4,,30,,0,,0,,0,,0,,25,,58,,4.2,,0,,43,,98,
