Date,Time,Temperature,DateTime,month,year,hour,day
6/2/1998,12:00:00,23.58,6/2/1998 12:00,6,1998,12,2
6/2/1998,12:15:00,23.4,6/2/1998 12:15,6,1998,12,2
6/2/1998,12:30:00,23.95,6/2/1998 12:30,6,1998,12,2
6/2/1998,12:45:00,23.75,6/2/1998 12:45,6,1998,12,2
6/2/1998,13:00:00,24.19,6/2/1998 13:00,6,1998,13,2
6/2/1998,13:15:00,24.43,6/2/1998 13:15,6,1998,13,2
6/2/1998,13:30:00,24.79,6/2/1998 13:30,6,1998,13,2
6/2/1998,13:45:00,24.68,6/2/1998 13:45,6,1998,13,2
6/2/1998,14:00:00,24.67,6/2/1998 14:00,6,1998,14,2
6/2/1998,14:15:00,24.47,6/2/1998 14:15,6,1998,14,2
6/2/1998,14:30:00,23.41,6/2/1998 14:30,6,1998,14,2
6/2/1998,14:45:00,22,6/2/1998 14:45,6,1998,14,2
6/2/1998,15:00:00,17.62,6/2/1998 15:00,6,1998,15,2
6/2/1998,15:15:00,18.34,6/2/1998 15:15,6,1998,15,2
6/2/1998,15:30:00,20.41,6/2/1998 15:30,6,1998,15,2
6/2/1998,15:45:00,22.26,6/2/1998 15:45,6,1998,15,2
6/2/1998,16:00:00,20.93,6/2/1998 16:00,6,1998,16,2
6/2/1998,16:15:00,19.97,6/2/1998 16:15,6,1998,16,2
6/2/1998,16:30:00,17.32,6/2/1998 16:30,6,1998,16,2
6/2/1998,16:45:00,15.57,6/2/1998 16:45,6,1998,16,2
6/2/1998,17:00:00,15.12,6/2/1998 17:00,6,1998,17,2
6/2/1998,17:15:00,14.52,6/2/1998 17:15,6,1998,17,2
6/2/1998,17:30:00,13.86,6/2/1998 17:30,6,1998,17,2
6/2/1998,17:45:00,13.09,6/2/1998 17:45,6,1998,17,2
6/2/1998,18:00:00,12.88,6/2/1998 18:00,6,1998,18,2
6/2/1998,18:15:00,11.77,6/2/1998 18:15,6,1998,18,2
6/2/1998,18:30:00,10.63,6/2/1998 18:30,6,1998,18,2
6/2/1998,18:45:00,9.52,6/2/1998 18:45,6,1998,18,2
6/2/1998,19:00:00,8.79,6/2/1998 19:00,6,1998,19,2
6/2/1998,19:15:00,8.34,6/2/1998 19:15,6,1998,19,2
6/2/1998,19:30:00,7.7,6/2/1998 19:30,6,1998,19,2
6/2/1998,19:45:00,7.41,6/2/1998 19:45,6,1998,19,2
6/2/1998,20:00:00,6.924,6/2/1998 20:00,6,1998,20,2
6/2/1998,20:15:00,6.733,6/2/1998 20:15,6,1998,20,2
6/2/1998,20:30:00,6.831,6/2/1998 20:30,6,1998,20,2
6/2/1998,20:45:00,6.716,6/2/1998 20:45,6,1998,20,2
6/2/1998,21:00:00,6.722,6/2/1998 21:00,6,1998,21,2
6/2/1998,21:15:00,6.83,6/2/1998 21:15,6,1998,21,2
6/2/1998,21:30:00,6.878,6/2/1998 21:30,6,1998,21,2
6/2/1998,21:45:00,6.916,6/2/1998 21:45,6,1998,21,2
6/2/1998,22:00:00,6.984,6/2/1998 22:00,6,1998,22,2
6/2/1998,22:15:00,6.889,6/2/1998 22:15,6,1998,22,2
6/2/1998,22:30:00,6.801,6/2/1998 22:30,6,1998,22,2
6/2/1998,22:45:00,6.573,6/2/1998 22:45,6,1998,22,2
6/2/1998,23:00:00,6.327,6/2/1998 23:00,6,1998,23,2
6/2/1998,23:15:00,6.012,6/2/1998 23:15,6,1998,23,2
6/2/1998,23:30:00,5.775,6/2/1998 23:30,6,1998,23,2
6/2/1998,23:45:00,5.653,6/2/1998 23:45,6,1998,23,2
6/3/1998,0:00:00,5.5,6/3/1998 0:00,6,1998,0,3
6/3/1998,0:15:00,5.271,6/3/1998 0:15,6,1998,0,3
6/3/1998,0:30:00,5.206,6/3/1998 0:30,6,1998,0,3
6/3/1998,0:45:00,5.083,6/3/1998 0:45,6,1998,0,3
6/3/1998,1:00:00,4.969,6/3/1998 1:00,6,1998,1,3
6/3/1998,1:15:00,4.845,6/3/1998 1:15,6,1998,1,3
6/3/1998,1:30:00,4.713,6/3/1998 1:30,6,1998,1,3
6/3/1998,1:45:00,4.374,6/3/1998 1:45,6,1998,1,3
6/3/1998,2:00:00,4.26,6/3/1998 2:00,6,1998,2,3
6/3/1998,2:15:00,3.838,6/3/1998 2:15,6,1998,2,3
6/3/1998,2:30:00,3.684,6/3/1998 2:30,6,1998,2,3
6/3/1998,2:45:00,3.703,6/3/1998 2:45,6,1998,2,3
6/3/1998,3:00:00,3.76,6/3/1998 3:00,6,1998,3,3
6/3/1998,3:15:00,3.9,6/3/1998 3:15,6,1998,3,3
6/3/1998,3:30:00,3.724,6/3/1998 3:30,6,1998,3,3
6/3/1998,3:45:00,3.762,6/3/1998 3:45,6,1998,3,3
6/3/1998,4:00:00,3.788,6/3/1998 4:00,6,1998,4,3
6/3/1998,4:15:00,3.882,6/3/1998 4:15,6,1998,4,3
6/3/1998,4:30:00,3.845,6/3/1998 4:30,6,1998,4,3
6/3/1998,4:45:00,3.73,6/3/1998 4:45,6,1998,4,3
6/3/1998,5:00:00,3.692,6/3/1998 5:00,6,1998,5,3
6/3/1998,5:15:00,4.107,6/3/1998 5:15,6,1998,5,3
6/3/1998,5:30:00,4.712,6/3/1998 5:30,6,1998,5,3
6/3/1998,5:45:00,5.177,6/3/1998 5:45,6,1998,5,3
6/3/1998,6:00:00,5.785,6/3/1998 6:00,6,1998,6,3
6/3/1998,6:15:00,6.146,6/3/1998 6:15,6,1998,6,3
6/3/1998,6:30:00,6.773,6/3/1998 6:30,6,1998,6,3
6/3/1998,6:45:00,6.745,6/3/1998 6:45,6,1998,6,3
6/3/1998,7:00:00,7.89,6/3/1998 7:00,6,1998,7,3
6/3/1998,7:15:00,7.63,6/3/1998 7:15,6,1998,7,3
6/3/1998,7:30:00,8.27,6/3/1998 7:30,6,1998,7,3
6/3/1998,7:45:00,8.66,6/3/1998 7:45,6,1998,7,3
6/3/1998,8:00:00,8.8,6/3/1998 8:00,6,1998,8,3
6/3/1998,8:15:00,9.31,6/3/1998 8:15,6,1998,8,3
6/3/1998,8:30:00,9.09,6/3/1998 8:30,6,1998,8,3
6/3/1998,8:45:00,9.2,6/3/1998 8:45,6,1998,8,3
6/3/1998,9:00:00,9.17,6/3/1998 9:00,6,1998,9,3
6/3/1998,9:15:00,9.68,6/3/1998 9:15,6,1998,9,3
6/3/1998,9:30:00,9.6,6/3/1998 9:30,6,1998,9,3
6/3/1998,9:45:00,9.96,6/3/1998 9:45,6,1998,9,3
6/3/1998,10:00:00,10.22,6/3/1998 10:00,6,1998,10,3
6/3/1998,10:15:00,10.68,6/3/1998 10:15,6,1998,10,3
6/3/1998,10:30:00,10.46,6/3/1998 10:30,6,1998,10,3
6/3/1998,10:45:00,10.46,6/3/1998 10:45,6,1998,10,3
6/3/1998,11:00:00,10.16,6/3/1998 11:00,6,1998,11,3
6/3/1998,11:15:00,9.82,6/3/1998 11:15,6,1998,11,3
6/3/1998,11:30:00,9.34,6/3/1998 11:30,6,1998,11,3
6/3/1998,11:45:00,9.01,6/3/1998 11:45,6,1998,11,3
6/3/1998,12:00:00,8.31,6/3/1998 12:00,6,1998,12,3
6/3/1998,12:15:00,9.09,6/3/1998 12:15,6,1998,12,3
6/3/1998,12:30:00,9.08,6/3/1998 12:30,6,1998,12,3
6/3/1998,12:45:00,8.64,6/3/1998 12:45,6,1998,12,3
6/3/1998,13:00:00,8.53,6/3/1998 13:00,6,1998,13,3
6/3/1998,13:15:00,8.92,6/3/1998 13:15,6,1998,13,3
6/3/1998,13:30:00,11.67,6/3/1998 13:30,6,1998,13,3
