"Date","Time","Temperature","DateTime"
2006-06-05,"16:45:00",24.39,2006-06-05 16:45:00
2006-06-05,"17:00:00",24.23,2006-06-05 17:00:00
2006-06-05,"17:15:00",24.26,2006-06-05 17:15:00
2006-06-05,"17:30:00",24.79,2006-06-05 17:30:00
2006-06-05,"17:45:00",24.9,2006-06-05 17:45:00
2006-06-05,"18:00:00",24.8,2006-06-05 18:00:00
2006-06-05,"18:15:00",23.96,2006-06-05 18:15:00
2006-06-05,"18:30:00",23.2,2006-06-05 18:30:00
2006-06-05,"18:45:00",22.94,2006-06-05 18:45:00
2006-06-05,"19:00:00",22.56,2006-06-05 19:00:00
2006-06-05,"19:15:00",22.14,2006-06-05 19:15:00
2006-06-05,"19:30:00",21.31,2006-06-05 19:30:00
2006-06-05,"19:45:00",20.8,2006-06-05 19:45:00
2006-06-05,"20:00:00",20.31,2006-06-05 20:00:00
2006-06-05,"20:15:00",19.79,2006-06-05 20:15:00
2006-06-05,"20:30:00",19.33,2006-06-05 20:30:00
2006-06-05,"20:45:00",18.93,2006-06-05 20:45:00
2006-06-05,"21:00:00",18.43,2006-06-05 21:00:00
2006-06-05,"21:15:00",17.93,2006-06-05 21:15:00
2006-06-05,"21:30:00",17.02,2006-06-05 21:30:00
2006-06-05,"21:45:00",16.44,2006-06-05 21:45:00
2006-06-05,"22:00:00",15.86,2006-06-05 22:00:00
2006-06-05,"22:15:00",15.15,2006-06-05 22:15:00
2006-06-05,"22:30:00",14.72,2006-06-05 22:30:00
2006-06-05,"22:45:00",14.67,2006-06-05 22:45:00
2006-06-05,"23:00:00",14.35,2006-06-05 23:00:00
2006-06-05,"23:15:00",14,2006-06-05 23:15:00
2006-06-05,"23:30:00",13.53,2006-06-05 23:30:00
2006-06-05,"23:45:00",13.59,2006-06-05 23:45:00
