"year","month","week","station_name","temp"
"2016","2","7","BURLINGTON PIERS (AUT)",6.29671104647906
"2016","2","7","DELHI CS",6.55249774433217
"2016","2","7","ELORA RCS",7.01901811799536
"2016","2","7","GUELPH TURFGRASS",7.14691422063417
"2016","2","7","HAMILTON A",6.68451386565906
"2016","2","7","HAMILTON RBG CS",6.8219261892702
"2016","2","7","KITCHENER/WATERLOO",7.11193559356966
"2016","2","7","LONDON A",6.19944934869014
"2016","2","7","LONDON CS",6.03555570813629
"2016","2","7","MONO CENTRE",4.84914892357606
"2016","2","7","MOUNT FOREST (AUT)",6.94130428385807
"2016","2","7","PA DOWNSVIEW",7.51262825736329
"2016","2","7","PA KING CITY",7.98925000981982
"2016","2","7","TORONTO CITY",7.19970631054377
"2016","2","7","TORONTO CITY CENTRE",7.0892282201882
"2016","2","7","TORONTO INTL A",7.41796298138988
"2016","2","7","VINELAND STATION RCS",5.95966470237204
"2016","2","8","BRANTFORD AIRPORT",2.96043217349193
"2016","2","8","BURLINGTON PIERS (AUT)",3.87312760027875
"2016","2","8","DELHI CS",4.25583444435906
"2016","2","8","ELORA RCS",3.6516625381931
"2016","2","8","GUELPH TURFGRASS",4.14951836212132
"2016","2","8","HAMILTON A",4.10292928628532
"2016","2","8","HAMILTON RBG CS",4.4586721421486
"2016","2","8","KITCHENER/WATERLOO",3.95822424924355
"2016","2","8","LONDON A",3.66548338736842
"2016","2","8","LONDON CS",3.67670045659216
"2016","2","8","MONO CENTRE",4.7074565381768
"2016","2","8","MOUNT FOREST (AUT)",3.68481729922353
"2016","2","8","PA KING CITY",3.90739464595716
"2016","2","8","TORONTO CITY",3.71058254149704
"2016","2","8","TORONTO CITY CENTRE",3.2211120997872
"2016","2","8","TORONTO INTL A",3.77004305309425
"2016","2","8","VINELAND STATION RCS",4.06910718767876
"2016","2","9","BRANTFORD AIRPORT",6.21585922010432
"2016","2","9","BURLINGTON PIERS (AUT)",6.33795990407119
"2016","2","9","DELHI CS",6.40148206181344
"2016","2","9","ELORA RCS",6.10698442538785
"2016","2","9","GUELPH TURFGRASS",6.36555483655533
"2016","2","9","HAMILTON A",6.61725018417772
"2016","2","9","HAMILTON RBG CS",6.78693501089448
"2016","2","9","KITCHENER/WATERLOO",6.24218871519761
"2016","2","9","LONDON A",6.09568575866744
"2016","2","9","LONDON CS",6.0898347858787
"2016","2","9","MONO CENTRE",6.36051699711495
"2016","2","9","MOUNT FOREST (AUT)",5.80316572709589
"2016","2","9","PA KING CITY",7.26464884265011
"2016","2","9","TORONTO CITY",6.40101738134161
"2016","2","9","TORONTO CITY CENTRE",5.13056362537637
"2016","2","9","TORONTO INTL A",6.72573709519516
"2016","2","9","VINELAND STATION RCS",6.13762331494369
"2016","3","10","BRANTFORD AIRPORT",7.75315004050794
"2016","3","10","BURLINGTON PIERS (AUT)",5.95305223474558
"2016","3","10","DELHI CS",8.02238660947542
"2016","3","10","ELORA RCS",8.48400066526797
"2016","3","10","GUELPH TURFGRASS",8.14906461278238
"2016","3","10","HAMILTON A",7.67793811601111
"2016","3","10","HAMILTON RBG CS",7.22993588076922
"2016","3","10","KITCHENER/WATERLOO",7.93112121891025
"2016","3","10","LONDON A",8.41553980150904
"2016","3","10","LONDON CS",8.342697141484
"2016","3","10","MONO CENTRE",7.46472904963924
"2016","3","10","MOUNT FOREST (AUT)",7.94232558601608
"2016","3","10","PA DOWNSVIEW",7.13843075498773
"2016","3","10","PA KING CITY",6.92646632439456
"2016","3","10","TORONTO CITY",6.10913424662021
"2016","3","10","TORONTO CITY CENTRE",4.54500322608079
"2016","3","10","TORONTO INTL A",6.78585507957215
"2016","3","10","VINELAND STATION RCS",6.72600969419939
"2016","3","11","BRANTFORD AIRPORT",3.41518078873402
"2016","3","11","BURLINGTON PIERS (AUT)",3.04055699043614
"2016","3","11","DELHI CS",3.99953269449947
"2016","3","11","ELORA RCS",3.19165930540158
"2016","3","11","GUELPH TURFGRASS",3.41325766908937
"2016","3","11","HAMILTON A",3.48892927931367
"2016","3","11","HAMILTON RBG CS",3.35932983628569
"2016","3","11","KITCHENER/WATERLOO",3.56001816386661
"2016","3","11","LONDON A",3.79044093272388
"2016","3","11","LONDON CS",3.81816359700485
"2016","3","11","MONO CENTRE",2.85121333464229
"2016","3","11","MOUNT FOREST (AUT)",3.19393399383899
"2016","3","11","PA DOWNSVIEW",3.28371792330769
"2016","3","11","PA KING CITY",3.12535277511901
"2016","3","11","TORONTO CITY",2.68008821231261
"2016","3","11","TORONTO CITY CENTRE",2.07495143047653
"2016","3","11","TORONTO INTL A",3.02990083084704
"2016","3","11","VINELAND STATION RCS",3.53215579167185
"2016","3","12","BRANTFORD AIRPORT",3.69805406170748
"2016","3","12","BURLINGTON PIERS (AUT)",2.0831700819984
"2016","3","12","DELHI CS",4.20789514159621
"2016","3","12","ELORA RCS",2.96209437143687
"2016","3","12","GUELPH TURFGRASS",3.46035265405821
"2016","3","12","HAMILTON A",3.31467900069874
"2016","3","12","HAMILTON RBG CS",3.1989581080257
"2016","3","12","KITCHENER/WATERLOO",3.42320819739366
"2016","3","12","LONDON A",3.56766200012477
"2016","3","12","LONDON CS",3.5105900624049
"2016","3","12","MONO CENTRE",2.72025114729281
"2016","3","12","MOUNT FOREST (AUT)",2.93462340724391
"2016","3","12","PA DOWNSVIEW",2.96059825417702
"2016","3","12","PA KING CITY",2.63351102348309
"2016","3","12","TORONTO CITY",2.39465465173061
"2016","3","12","TORONTO CITY CENTRE",2.24197639486198
"2016","3","12","TORONTO INTL A",2.77382876790313
"2016","3","12","VINELAND STATION RCS",2.72285800273384
"2016","3","13","BRANTFORD AIRPORT",5.63201389219641
"2016","3","13","BURLINGTON PIERS (AUT)",4.36472656267529
"2016","3","13","DELHI CS",6.21887757286831
"2016","3","13","ELORA RCS",5.75252238224224
"2016","3","13","GUELPH TURFGRASS",6.22893335800305
"2016","3","13","HAMILTON A",5.08571678873331
"2016","3","13","HAMILTON RBG CS",5.15756522420378
"2016","3","13","KITCHENER/WATERLOO",6.03260574888425
"2016","3","13","LONDON A",5.85148225636216
"2016","3","13","LONDON CS",5.76702955455328
"2016","3","13","MONO CENTRE",5.79032802613068
"2016","3","13","MOUNT FOREST (AUT)",5.75325322358495
"2016","3","13","PA DOWNSVIEW",5.4641483542227
"2016","3","13","PA KING CITY",5.38881975817386
"2016","3","13","TORONTO CITY",3.89042367232116
"2016","3","13","TORONTO CITY CENTRE",3.02282726491444
"2016","3","13","TORONTO INTL A",4.74387088998167
"2016","3","13","VINELAND STATION RCS",4.7285381396855
"2016","3","9","BRANTFORD AIRPORT",1.92275101320316
"2016","3","9","BURLINGTON PIERS (AUT)",1.57332455535866
"2016","3","9","DELHI CS",2.07322901780059
"2016","3","9","ELORA RCS",1.8047618937017
"2016","3","9","GUELPH TURFGRASS",1.81719099122562
"2016","3","9","HAMILTON A",1.8050263459424
"2016","3","9","HAMILTON RBG CS",1.89574930165106
"2016","3","9","KITCHENER/WATERLOO",1.89980179758562
"2016","3","9","LONDON A",2.0694268256069
"2016","3","9","LONDON CS",2.05147273593967
"2016","3","9","MONO CENTRE",1.18218615393858
"2016","3","9","MOUNT FOREST (AUT)",1.89323759511301
"2016","3","9","PA DOWNSVIEW",1.22940171279715
"2016","3","9","PA KING CITY",2.36286750731878
"2016","3","9","TORONTO CITY",1.83206902628092
"2016","3","9","TORONTO CITY CENTRE",1.78019831059327
"2016","3","9","TORONTO INTL A",1.75787741903248
"2016","3","9","VINELAND STATION RCS",1.41582825231827
"2016","4","14","BRANTFORD AIRPORT",5.34870610257946
"2016","4","14","BURLINGTON PIERS (AUT)",4.63520433630732
"2016","4","14","DELHI CS",5.33735775957469
"2016","4","14","ELORA RCS",4.83807145817414
"2016","4","14","GUELPH TURFGRASS",5.12649278028976
"2016","4","14","HAMILTON A",5.22655573028978
"2016","4","14","HAMILTON RBG CS",5.18735275030456
"2016","4","14","KITCHENER/WATERLOO",5.26207028958517
"2016","4","14","LONDON A",4.88930444700242
"2016","4","14","LONDON CS",4.87676381533482
"2016","4","14","MONO CENTRE",5.02005952629668
"2016","4","14","MOUNT FOREST (AUT)",4.85576902563378
"2016","4","14","PA DOWNSVIEW",5.02879557450288
"2016","4","14","PA KING CITY",5.16015847905296
"2016","4","14","TORONTO CITY",4.80309053689609
"2016","4","14","TORONTO CITY CENTRE",4.29397787697888
"2016","4","14","TORONTO INTL A",4.96345972290222
"2016","4","14","VINELAND STATION RCS",4.80144877715414
"2016","4","15","BRANTFORD AIRPORT",4.40598136619512
"2016","4","15","BURLINGTON PIERS (AUT)",3.55391806580812
"2016","4","15","DELHI CS",4.88843099126048
"2016","4","15","ELORA RCS",4.31462452782187
"2016","4","15","GUELPH TURFGRASS",4.60018749441448
"2016","4","15","HAMILTON A",4.09488763635179
"2016","4","15","HAMILTON RBG CS",4.26698371050826
"2016","4","15","KITCHENER/WATERLOO",4.52765604181266
"2016","4","15","LONDON A",4.58303204287473
"2016","4","15","LONDON CS",4.58565830032438
"2016","4","15","MONO CENTRE",5.0407373473945
"2016","4","15","MOUNT FOREST (AUT)",4.73359724732834
"2016","4","15","PA DOWNSVIEW",4.70012238349825
"2016","4","15","PA KING CITY",4.73760038711594
"2016","4","15","TORONTO CITY",3.92240323915074
"2016","4","15","TORONTO CITY CENTRE",3.39396555923818
"2016","4","15","TORONTO INTL A",4.46623807893195
"2016","4","15","VINELAND STATION RCS",3.80628443279632
"2016","4","16","BRANTFORD AIRPORT",5.89793787333205
"2016","4","16","BURLINGTON PIERS (AUT)",3.93707328491046
"2016","4","16","DELHI CS",6.9143066029667
"2016","4","16","ELORA RCS",5.90521266083769
"2016","4","16","GUELPH TURFGRASS",6.46111738975169
"2016","4","16","HAMILTON A",5.50920633430889
"2016","4","16","HAMILTON RBG CS",5.80495778883359
"2016","4","16","KITCHENER/WATERLOO",6.41256240968557
"2016","4","16","LONDON A",6.25953003111546
"2016","4","16","LONDON CS",5.97019782313232
"2016","4","16","MONO CENTRE",5.48162414220315
"2016","4","16","MOUNT FOREST (AUT)",5.75918490078364
"2016","4","16","PA DOWNSVIEW",5.87636800106549
"2016","4","16","PA KING CITY",5.52673025315439
"2016","4","16","TORONTO CITY",3.73155873351791
"2016","4","16","TORONTO CITY CENTRE",2.75886315709739
"2016","4","16","TORONTO INTL A",5.08620006858996
"2016","4","16","VINELAND STATION RCS",5.08956768173799
"2016","4","17","BRANTFORD AIRPORT",4.47006354934225
"2016","4","17","BURLINGTON PIERS (AUT)",3.40856979274452
"2016","4","17","DELHI CS",4.80245374568271
"2016","4","17","ELORA RCS",4.11515961110345
"2016","4","17","GUELPH TURFGRASS",4.6805133925843
"2016","4","17","HAMILTON A",4.69822141905038
"2016","4","17","HAMILTON RBG CS",4.64473923531801
"2016","4","17","KITCHENER/WATERLOO",4.43931577990007
"2016","4","17","LONDON A",4.08955494548298
"2016","4","17","LONDON CS",3.90065905016589
"2016","4","17","MONO CENTRE",3.87236260127696
"2016","4","17","MOUNT FOREST (AUT)",3.83580514502063
"2016","4","17","PA DOWNSVIEW",3.99220043512706
"2016","4","17","PA KING CITY",3.8609658063124
"2016","4","17","TORONTO CITY",3.44571813005605
"2016","4","17","TORONTO CITY CENTRE",2.81557892333178
"2016","4","17","TORONTO INTL A",3.77585181879712
"2016","4","17","VINELAND STATION RCS",3.60852055890535
"2016","4","18","BRANTFORD AIRPORT",3.34981739737328
"2016","4","18","BURLINGTON PIERS (AUT)",1.20377656323107
"2016","4","18","DELHI CS",3.94876708920933
"2016","4","18","ELORA RCS",3.87039820554727
"2016","4","18","GUELPH TURFGRASS",4.22797169820838
"2016","4","18","HAMILTON A",2.88081742610551
"2016","4","18","HAMILTON RBG CS",2.94059309765181
"2016","4","18","KITCHENER/WATERLOO",4.0317880296851
"2016","4","18","LONDON A",3.41504740214031
"2016","4","18","LONDON CS",3.2707270050929
"2016","4","18","MONO CENTRE",4.00957575000591
"2016","4","18","MOUNT FOREST (AUT)",4.01678161896662
"2016","4","18","PA DOWNSVIEW",4.15265818909539
"2016","4","18","PA KING CITY",3.70012399159697
"2016","4","18","TORONTO CITY",2.24608307602305
"2016","4","18","TORONTO CITY CENTRE",1.81405075503525
"2016","4","18","TORONTO INTL A",3.15196662688888
"2016","4","18","VINELAND STATION RCS",2.6303971870617
"2016","5","18","BRANTFORD AIRPORT",3.5074386737932
"2016","5","18","BURLINGTON PIERS (AUT)",1.78809007223981
"2016","5","18","DELHI CS",3.88636883801551
"2016","5","18","ELORA RCS",3.42729364611419
"2016","5","18","GUELPH TURFGRASS",3.79520706136773
"2016","5","18","HAMILTON A",3.32210152515202
"2016","5","18","HAMILTON RBG CS",2.85987588122674
"2016","5","18","KITCHENER/WATERLOO",3.73764397622315
"2016","5","18","LONDON A",3.57423514373986
"2016","5","18","LONDON CS",3.40406701886252
"2016","5","18","MONO CENTRE",3.45542402348436
"2016","5","18","MOUNT FOREST (AUT)",3.56308739663237
"2016","5","18","PA DOWNSVIEW",3.8628952980936
"2016","5","18","PA KING CITY",3.4850556301296
"2016","5","18","TORONTO CITY",2.4296972180559
"2016","5","18","TORONTO CITY CENTRE",1.8710381111686
"2016","5","18","TORONTO INTL A",2.76447248552944
"2016","5","18","VINELAND STATION RCS",1.98745012093216
"2016","5","19","BRANTFORD AIRPORT",5.39583050253528
"2016","5","19","BURLINGTON PIERS (AUT)",2.17383727676325
"2016","5","19","DELHI CS",5.74966345824614
"2016","5","19","ELORA RCS",5.90971999498806
"2016","5","19","GUELPH TURFGRASS",6.16906830598436
"2016","5","19","HAMILTON A",4.95086440585857
"2016","5","19","HAMILTON RBG CS",4.14150160831959
"2016","5","19","KITCHENER/WATERLOO",6.10239216955502
"2016","5","19","LONDON A",5.22129162444935
"2016","5","19","LONDON CS",5.01795290618507
"2016","5","19","MONO CENTRE",5.67485248002875
"2016","5","19","MOUNT FOREST (AUT)",6.01571781666404
"2016","5","19","PA DOWNSVIEW",5.74131980019582
"2016","5","19","PA KING CITY",5.66214068277108
"2016","5","19","TORONTO CITY",3.81873238992578
"2016","5","19","TORONTO CITY CENTRE",2.67974028294384
"2016","5","19","TORONTO INTL A",4.5982844769725
"2016","5","19","VINELAND STATION RCS",2.99152471679013
"2016","5","20","BRANTFORD AIRPORT",5.18992520006055
"2016","5","20","BURLINGTON PIERS (AUT)",4.27652563584621
"2016","5","20","DELHI CS",5.0517782170901
"2016","5","20","ELORA RCS",5.34029049336131
"2016","5","20","GUELPH TURFGRASS",5.50003771309682
"2016","5","20","HAMILTON A",5.00225141783376
"2016","5","20","HAMILTON RBG CS",5.01903700019246
"2016","5","20","KITCHENER/WATERLOO",5.21948212522527
"2016","5","20","LONDON A",5.08381350964806
"2016","5","20","LONDON CS",4.95886537752083
"2016","5","20","MONO CENTRE",5.11841576768253
"2016","5","20","MOUNT FOREST (AUT)",5.33547915295122
"2016","5","20","PA DOWNSVIEW",5.30168348980651
"2016","5","20","PA KING CITY",5.35729892674535
"2016","5","20","TORONTO CITY",4.70588303627513
"2016","5","20","TORONTO CITY CENTRE",4.04369684503032
"2016","5","20","TORONTO INTL A",5.03142445396213
"2016","5","20","VINELAND STATION RCS",4.51990697723885
"2016","5","21","BRANTFORD AIRPORT",6.32820073454066
"2016","5","21","BURLINGTON PIERS (AUT)",4.72220183717792
"2016","5","21","DELHI CS",6.33278948222473
"2016","5","21","ELORA RCS",5.29892091602163
"2016","5","21","GUELPH TURFGRASS",6.17506321910219
"2016","5","21","HAMILTON A",5.49100902746668
"2016","5","21","HAMILTON RBG CS",5.52435158444324
"2016","5","21","KITCHENER/WATERLOO",5.84522206965886
"2016","5","21","LONDON A",5.78784406019434
"2016","5","21","LONDON CS",5.58400144532856
"2016","5","21","MONO CENTRE",4.71667530662264
"2016","5","21","MOUNT FOREST (AUT)",5.81968908185049
"2016","5","21","PA DOWNSVIEW",5.69343903763604
"2016","5","21","PA KING CITY",5.04118789069614
"2016","5","21","TORONTO CITY",4.20064351900596
"2016","5","21","TORONTO CITY CENTRE",3.24110130472994
"2016","5","21","TORONTO INTL A",4.72664123539336
"2016","5","21","VINELAND STATION RCS",5.13442811630966
"2016","5","22","BRANTFORD AIRPORT",4.88190787600544
"2016","5","22","BURLINGTON PIERS (AUT)",3.7804886638919
"2016","5","22","DELHI CS",4.44420467373779
"2016","5","22","ELORA RCS",4.27350240776013
"2016","5","22","GUELPH TURFGRASS",4.9433666614545
"2016","5","22","HAMILTON A",4.23831653263561
"2016","5","22","HAMILTON RBG CS",4.66021212294165
"2016","5","22","KITCHENER/WATERLOO",4.62821990270418
"2016","5","22","LONDON A",4.13264917645888
"2016","5","22","LONDON CS",3.87664268967587
"2016","5","22","MONO CENTRE",4.19637665502184
"2016","5","22","MOUNT FOREST (AUT)",4.43563673549804
"2016","5","22","PA DOWNSVIEW",4.52779911192115
"2016","5","22","PA KING CITY",4.23397588806647
"2016","5","22","TORONTO CITY",3.35510554130229
"2016","5","22","TORONTO CITY CENTRE",3.46235365858874
"2016","5","22","TORONTO INTL A",3.97258955684008
"2016","5","22","VINELAND STATION RCS",3.88859920556395
"2016","6","22","BRANTFORD AIRPORT",4.78298133604898
"2016","6","22","BURLINGTON PIERS (AUT)",4.40128074122983
"2016","6","22","DELHI CS",4.21395349290948
"2016","6","22","ELORA RCS",4.55098724773845
"2016","6","22","GUELPH TURFGRASS",4.83569763645388
"2016","6","22","HAMILTON A",4.21831062198436
"2016","6","22","HAMILTON RBG CS",4.79900255593961
"2016","6","22","KITCHENER/WATERLOO",4.88269805007712
"2016","6","22","LONDON A",4.80980778062126
"2016","6","22","LONDON CS",4.72318860922342
"2016","6","22","MONO CENTRE",4.77614816688686
"2016","6","22","MOUNT FOREST (AUT)",4.31866926903637
"2016","6","22","PA DOWNSVIEW",3.49390225123378
"2016","6","22","PA KING CITY",4.68642174359769
"2016","6","22","TORONTO CITY",3.65265860622328
"2016","6","22","TORONTO CITY CENTRE",3.12413392253876
"2016","6","22","TORONTO INTL A",4.51210939646567
"2016","6","22","VINELAND STATION RCS",4.06049991681666
"2016","6","23","BRANTFORD AIRPORT",5.10174662722655
"2016","6","23","BURLINGTON PIERS (AUT)",3.18374420902185
"2016","6","23","DELHI CS",5.04031522701525
"2016","6","23","ELORA RCS",4.95293963859717
"2016","6","23","GUELPH TURFGRASS",5.04741811629654
"2016","6","23","HAMILTON A",4.48878743606069
"2016","6","23","HAMILTON RBG CS",4.3411955856886
"2016","6","23","KITCHENER/WATERLOO",5.22758020602068
"2016","6","23","LONDON A",5.03866483863978
"2016","6","23","LONDON CS",4.97920726522003
"2016","6","23","MONO CENTRE",4.93518411017377
"2016","6","23","MOUNT FOREST (AUT)",5.18615798771211
"2016","6","23","PA DOWNSVIEW",3.59688557296833
"2016","6","23","PA KING CITY",5.10019536881815
"2016","6","23","TORONTO CITY",4.27475993452982
"2016","6","23","TORONTO CITY CENTRE",3.72783282836504
"2016","6","23","TORONTO INTL A",4.47309655768476
"2016","6","23","VINELAND STATION RCS",3.58533983716087
"2016","6","24","BRANTFORD AIRPORT",5.74123450101682
"2016","6","24","BURLINGTON PIERS (AUT)",4.23358295326597
"2016","6","24","DELHI CS",5.69499549564933
"2016","6","24","ELORA RCS",5.40718609470663
"2016","6","24","GUELPH TURFGRASS",5.94043237585364
"2016","6","24","HAMILTON A",5.03149348782174
"2016","6","24","HAMILTON RBG CS",5.49219833821176
"2016","6","24","KITCHENER/WATERLOO",5.93174221071731
"2016","6","24","LONDON A",5.37222365482243
"2016","6","24","LONDON CS",5.21164988787137
"2016","6","24","MONO CENTRE",5.01179219649174
"2016","6","24","MOUNT FOREST (AUT)",5.45126004692769
"2016","6","24","PA DOWNSVIEW",5.59453007429667
"2016","6","24","PA KING CITY",5.17687329462871
"2016","6","24","TORONTO CITY",4.43036206980594
"2016","6","24","TORONTO CITY CENTRE",3.940163368202
"2016","6","24","TORONTO INTL A",4.85857030153566
"2016","6","24","VINELAND STATION RCS",4.34254024275064
"2016","6","25","BRANTFORD AIRPORT",5.92842959350196
"2016","6","25","BURLINGTON PIERS (AUT)",4.19925138785716
"2016","6","25","DELHI CS",5.67731564736317
"2016","6","25","ELORA RCS",5.97623796639379
"2016","6","25","GUELPH TURFGRASS",6.75945071273093
"2016","6","25","HAMILTON A",5.2541948969207
"2016","6","25","HAMILTON RBG CS",6.18663185203829
"2016","6","25","KITCHENER/WATERLOO",6.47199707590756
"2016","6","25","LONDON A",5.50035301638167
"2016","6","25","LONDON CS",5.28021901629036
"2016","6","25","MONO CENTRE",5.48775963159521
"2016","6","25","MOUNT FOREST (AUT)",5.77329102790106
"2016","6","25","PA DOWNSVIEW",5.89306108599582
"2016","6","25","PA KING CITY",5.56669258781779
"2016","6","25","TORONTO CITY",4.14713146487309
"2016","6","25","TORONTO CITY CENTRE",3.39568235891326
"2016","6","25","TORONTO INTL A",5.05924407385159
"2016","6","25","VINELAND STATION RCS",5.22095039210903
"2016","6","26","BRANTFORD AIRPORT",6.47975153272582
"2016","6","26","BURLINGTON PIERS (AUT)",4.120441727243
"2016","6","26","DELHI CS",6.71924263710571
"2016","6","26","ELORA RCS",5.9467588033581
"2016","6","26","GUELPH TURFGRASS",6.77078874629194
"2016","6","26","HAMILTON A",5.3198408829302
"2016","6","26","HAMILTON RBG CS",5.75659102173593
"2016","6","26","KITCHENER/WATERLOO",6.89744064207098
"2016","6","26","LONDON A",6.32766721049511
"2016","6","26","LONDON CS",5.9749059696953
"2016","6","26","MONO CENTRE",5.14860101257179
"2016","6","26","MOUNT FOREST (AUT)",5.72996854915794
"2016","6","26","PA DOWNSVIEW",5.70321518608554
"2016","6","26","PA KING CITY",5.25649268571776
"2016","6","26","TORONTO CITY",4.30640749563714
"2016","6","26","TORONTO CITY CENTRE",3.24082680329825
"2016","6","26","TORONTO INTL A",4.80094589428972
"2016","6","26","VINELAND STATION RCS",4.79532364726173
"2016","7","27","BRANTFORD AIRPORT",5.94169081687448
"2016","7","27","BURLINGTON PIERS (AUT)",3.86986780365854
"2016","7","27","DELHI CS",5.65560348666729
"2016","7","27","ELORA RCS",5.88216044056361
"2016","7","27","GUELPH TURFGRASS",6.25868635044054
"2016","7","27","HAMILTON A",5.48902549102979
"2016","7","27","HAMILTON RBG CS",5.27473912395457
"2016","7","27","KITCHENER/WATERLOO",6.26123854118138
"2016","7","27","LONDON A",5.41856094183258
"2016","7","27","LONDON CS",5.17784977715644
"2016","7","27","MONO CENTRE",4.92163221341663
"2016","7","27","MOUNT FOREST (AUT)",5.43425591669374
"2016","7","27","PA DOWNSVIEW",5.71433893349184
"2016","7","27","PA KING CITY",5.1852409142716
"2016","7","27","TORONTO CITY",4.42527154299663
"2016","7","27","TORONTO CITY CENTRE",4.02665130474053
"2016","7","27","TORONTO INTL A",4.89936445864765
"2016","7","27","VINELAND STATION RCS",4.4009515247027
"2016","7","28","BRANTFORD AIRPORT",4.53123081296391
"2016","7","28","BURLINGTON PIERS (AUT)",3.64999033243385
"2016","7","28","DELHI CS",4.38689951652883
"2016","7","28","ELORA RCS",4.58237533083604
"2016","7","28","GUELPH TURFGRASS",4.87265666812446
"2016","7","28","HAMILTON A",4.12887654727397
"2016","7","28","HAMILTON RBG CS",4.30784586532872
"2016","7","28","KITCHENER/WATERLOO",5.12520385651715
"2016","7","28","LONDON A",4.27941701237245
"2016","7","28","LONDON CS",3.98500396857995
"2016","7","28","MONO CENTRE",4.26397160848409
"2016","7","28","MOUNT FOREST (AUT)",4.41800742006277
"2016","7","28","PA DOWNSVIEW",4.48362539766502
"2016","7","28","PA KING CITY",4.43797992460924
"2016","7","28","TORONTO CITY",3.10063851882291
"2016","7","28","TORONTO CITY CENTRE",2.13914916570171
"2016","7","28","TORONTO INTL A",4.01987204491449
"2016","7","28","VINELAND STATION RCS",3.8841593370183
"2016","7","29","BRANTFORD AIRPORT",5.40522507904327
"2016","7","29","BURLINGTON PIERS (AUT)",3.8412464042077
"2016","7","29","DELHI CS",5.62681925717818
"2016","7","29","ELORA RCS",5.36708193582374
"2016","7","29","GUELPH TURFGRASS",5.59798619031348
"2016","7","29","HAMILTON A",5.03739254361196
"2016","7","29","HAMILTON RBG CS",5.47999706530551
"2016","7","29","KITCHENER/WATERLOO",5.62462924825786
"2016","7","29","LONDON A",5.11985628986367
"2016","7","29","LONDON CS",4.85512180486248
"2016","7","29","MONO CENTRE",4.84357680986769
"2016","7","29","MOUNT FOREST (AUT)",5.08558401188543
"2016","7","29","PA DOWNSVIEW",5.15814151975676
"2016","7","29","PA KING CITY",4.96579830096801
"2016","7","29","TORONTO CITY",4.03290288432111
"2016","7","29","TORONTO CITY CENTRE",3.35982317212271
"2016","7","29","TORONTO INTL A",4.49777611936833
"2016","7","29","VINELAND STATION RCS",4.32889707335312
"2016","7","30","BRANTFORD AIRPORT",4.5980290929623
"2016","7","30","BURLINGTON PIERS (AUT)",3.67577012331154
"2016","7","30","DELHI CS",4.62556861539021
"2016","7","30","ELORA RCS",4.49112132211641
"2016","7","30","GUELPH TURFGRASS",4.78288397446584
"2016","7","30","HAMILTON A",4.06433553206683
"2016","7","30","HAMILTON RBG CS",4.71488672495944
"2016","7","30","KITCHENER/WATERLOO",4.80484797000149
"2016","7","30","LONDON A",4.13070625613927
"2016","7","30","LONDON CS",4.05681418148626
"2016","7","30","MONO CENTRE",3.74167219966275
"2016","7","30","MOUNT FOREST (AUT)",3.92769098670274
"2016","7","30","PA DOWNSVIEW",4.44624759412675
"2016","7","30","PA KING CITY",3.96064467358489
"2016","7","30","TORONTO CITY",3.69267012612737
"2016","7","30","TORONTO CITY CENTRE",3.56625300066957
"2016","7","30","TORONTO INTL A",3.9216070680281
"2016","7","30","VINELAND STATION RCS",3.61208758448526
"2016","7","31","BRANTFORD AIRPORT",2.48427763500019
"2016","7","31","BURLINGTON PIERS (AUT)",0.872730681218744
"2016","7","31","DELHI CS",2.86156844119828
"2016","7","31","ELORA RCS",2.85352066812961
"2016","7","31","GUELPH TURFGRASS",2.888994483143
"2016","7","31","HAMILTON A",1.86636273514956
"2016","7","31","HAMILTON RBG CS",1.79710197501622
"2016","7","31","KITCHENER/WATERLOO",3.04178901934119
"2016","7","31","LONDON A",2.85970843201172
"2016","7","31","LONDON CS",2.73686363109514
"2016","7","31","MONO CENTRE",2.82392493427655
"2016","7","31","MOUNT FOREST (AUT)",2.69763379478513
"2016","7","31","PA DOWNSVIEW",3.03908003078067
"2016","7","31","PA KING CITY",2.89450939945559
"2016","7","31","TORONTO CITY",1.90118106360749
"2016","7","31","TORONTO CITY CENTRE",1.19284512792631
"2016","7","31","TORONTO INTL A",2.11760958259259
"2016","7","31","VINELAND STATION RCS",1.57187663825257
"2016","8","31","BRANTFORD AIRPORT",5.30248110991945
"2016","8","31","BURLINGTON PIERS (AUT)",1.42724738140215
"2016","8","31","DELHI CS",5.72432789282387
"2016","8","31","ELORA RCS",5.14321218490423
"2016","8","31","GUELPH TURFGRASS",5.90236785298323
"2016","8","31","HAMILTON A",4.28884262390585
"2016","8","31","HAMILTON RBG CS",4.86759378936304
"2016","8","31","KITCHENER/WATERLOO",5.86771935955156
"2016","8","31","LONDON A",4.77738906432476
"2016","8","31","LONDON CS",4.32868327595226
"2016","8","31","MONO CENTRE",4.22443069454127
"2016","8","31","MOUNT FOREST (AUT)",4.8702911356113
"2016","8","31","PA DOWNSVIEW",5.27648613388234
"2016","8","31","PA KING CITY",4.46864662191798
"2016","8","31","TORONTO CITY",3.06699303421606
"2016","8","31","TORONTO CITY CENTRE",2.09084470464627
"2016","8","31","TORONTO INTL A",3.45109806451181
"2016","8","31","VINELAND STATION RCS",3.00969194670071
"2016","8","32","BRANTFORD AIRPORT",5.34666497429055
"2016","8","32","BURLINGTON PIERS (AUT)",3.13381349116914
